,Embedded_text,dialect
17,"والله التايم يثلج الصدر بشكل ما تتصورونه .. هذا يدعي وذاك مغرد عن جمعيه والثالث حاط رابط فرجت .. الله يكتب اجركم جميعا ولايحرمكم 
16
27
176",W
18,"تخيل عزيزي بـ ٥ ريال فقط تقدر تسعد شخص من ذوي الإعاقه .. هذه الفئة الغاليه على قلوبنا لازم يكون لهم حظ ونصيب من تبرعاتكم و صذقاتكم .. تخيلوا فقط حجم السعاده اللي بتدخلونه في قلوبهم 

للتبرع 

https://store.tawasal.org/p/41701
27
141
241",W
19,"والله يخوان اني ابي لكم الاجر العظيم .. المثبته فيها مجموعة اوقاف منها وقف تحفيظ القران .. ادخل وتبرع بما تجود به نفسك واذا ماتقدر اقل شيء رتويت ولايك للمثبته الله يكتب اجركم 
14
42
130",W
20,"هل هناك أجمل من كفالة حافظ كتاب الله ؟ 

تخيل معي انك تكون سبب في تحفيظ اكثر من ٥ الاف حافظ و حافظه لكتاب الله .. تخيل انك كل شخص يحفظ القران انت شريك معه في الأجر .. 

نصيحة محب والله استغلوا هذا اليوم بالصدقات 

للتبرع https://hbtquran.com/products
26
186
169",W
21,"اللي يبي عطر للعيد والزواجات والدوامات فهذا هو المطلوب 
والله اني استخدمه بشكل يومي وريحته جدا جميله وثباته عالي 

اذا طلبته وما أعجبك انا اعطيك قيمته وفوقها قيمة عطر ثاني 

واثق والله انه بيعجبكم وهذي ردود اللي طلبوه قبل واحكموا بأنفسكم 

للي يبيه 

https://shthaperfume.com/?utm_source=ref&utm_campaign=MM…
105
104
767",W
22,"8 ايام و يٌغلق تطبيق الـ #تيك_توك 

ليش ؟ 
هنا الجواب 
From 
برنامج ياهلا
120
124
471",W
23,"اللهم خفّف حرارة الشمس على العُمال والبسطاء وكل من يعمل ساعيًا لرزقه .. اللهم إنّا نعوذ بك من حر الدنيا والآخرة وبرّد على قبور موتانا وافتح لهم بابًا من أبواب جنّتك لا تُسد نسائِمه أبدا  
26
37
130",W
24,"المسافة بين مكه والمدينة قرابة الـ (410) كيلو فنصف هذه المسافه قطعها رسول الله راكبًا على الإبل ونصفها ماشيًا على قدميه لمدة (8) ايام برفقه الصديق في جو حار جدًا ورسولنا يحمل أمتعته وهم لايطيقه أحد، كل ذلك من أجل أن يصلك هذا الدين اليوم وأنت معزز ومنعم فأكثروا من الصلاة عليه 
22
99
296",W
25,"طيب لحظه برد عليك
73
45
292",W
26,"ما تقوم به قناة mbc شيء مخزي وعار ، ترويج للمثليه وعلم الشواذ في قنوات الأطفال !!
494
1,355
1,797",W
27,"دعواتكم لها 
59
17
50",W
28,"لا أعلم صحة الخبر لكني سعيد جدا بذلك .. التيك توك سيتوقف
255
81
332",W
29,"والله اني رحمته عسى الله يكون في عون كل مشجع أهلاوي
185
105
234",W
30,"ما توقعت الهلال يسوي فيهم كذا 
@cxll_8
 · Jun 28
Replying to @iAbudT
يا جعل اللي صاب الأهلي يصيب الهلال الله يوريني هاليوم اللي اشوف فيه الهلال يتدمر
15
1
7",W
31,"وش كان شعوركم هاللحظه 
240
28
170",W
32,"عزيزي الهلالي كيف نومة امس ؟
127
6
54",W
33,"بطل آسيا ورابع العالم وبطل السوبر وبطل الدوري الثالث على التوالي يصبح عليكم وبكل تواضع .. صباح الخير جميعا 
44
30
116",W
34,"قبل أن تخلد الى فراشك مر على المثبته وتبرع بما تجود به نفسك .. مافيه أعظم من انك تتصدق لوقف القران لعلها تكون شفيعة لك يوم القيامه 
11
48",W
35,"يخوان هذا وقف لتحفيظ القران باقي عليه ٢٠ الف ريال بس ونقفله .. اللي ابيه منكم كل شخص يساهم باللي يقدر عليه نبي نقفّل المبلغ في أسرع وقت 

ما تدري لعل الصدقه هذي تكون سبب في دخولك الجنه .. وهل فيه أفضل من انك تتبرع للقران و اهله 

للتبرع 

https://store.qkhk.org.sa/p/48260?a=omr
63
447
529",W
36,"يخوان فيه وقف لتحفيظ القران باقي عليه ٢٠ الف ويتقفل .. ودي نتعاون عليه نقفله
14
36
54",W
37,"هذا والهلال ممنوع من التسجيل .. ياقوة الهلال 
127
223
753",W
38,"تقدر توقف الهلال عن التسجيل لكن ما تقدر توقفه في الملعب 
66
48
191",W
39,"إبراهيم السويلم  عنده ١٢ ورم في جسمه 
إبراهيم عسيري لديه ورم بالمخ 

لاتنسونهم من دعواتكم لهم بالشفاء العاجل في هذه الساعه المباركه ولكل مرضى المسلمين ..

 #ساعة_استجابه
116
239
443",W
40,"دعواتكم للكابتن طارق التايب بالشفاء العاجل
48
39
119",W
41,"اقسم بالله غبنه شوفوا تجار الجشع عندهم 79 عقار ومزاحمين الضعوف والناس المحتاجه على حساب المواطن !!
105
55
175",W
42,"خيرُ ما تبدأ به يومك .. أذكار الصباح 
63
145",W
43,"سماع الموسيقى ""معصية""
المجاهرة في سماعها ""معصية ثانية""
الدعوة لسماعها ""معصية ثالثة""

﴿ وَلَيَحْمِلُنَّ أَثْقَالَهُمْ وَأَثْقَالًا مَعَ أَثْقَالِهِمْ وَلَيُسْأَلُنَّ يَوْمَ الْقِيَامَةِ عَمَّا كَانُوا يَفْتَرُونَ ﴾
38
307
722",W
44,"شارك في
#مسابقة_مجمع_العناية_التعليمي
@alenayahschool
واستغل وقتك واربح الجوائز القيمة 
- تذاكر رحلات طيران للمتسابق وأحد أفراد عائلته 
- أجهزة لوحية 
- ساعات ذكية 
وجوائز أخرى قيّمه 

ينتهي التسجيل بتاريخ 12/08/2022
بادر بالتسجيل عبر الرابط :

https://forms.gle/zNnMRaThBAfL48oC7…
89
69
241",W
45,"السؤال اللي يطرح نفسه .. كيف مثل هذا المحتوى مشاهداته بهذا العدد الكبير ..!
177
87
457",W
46,"الله لايحطكم في مكان طارق الحبيب
349
345
1,211",W
47,"الهلال يلعب وانا ما ادري وش هالخيانه ليش محد علمني
32
2
27",W
48,"اليوم يوم فضيل والكثير فيه صيام .. المثبته فيها وقف لتحفيظ القران الكريم .. ساهم بـ٥ ريال او ١٠ او ما تجود به نفسك .. لاتحرم نفسك من أجر الصدقه لعلها تكون سبب في دخولك الجنه 
3
8
48",W
49,"هل تعلم عزيزي أن صلاة الضحى هي صدقةٌ عن ٣٦٠ مفصل في جسمك ..  يقول أحد الصَّالحين : والله ما دعوت الله بشيء في صلاة الضُحى إلا واستُجيب لي .. 

ركعتين ما تأخذ منك ٥ دقايق فلا تحرم نفسك الاجر العظيم ..
9
99
242",W
50,"تطبيق بوكينج قبل أيام أعلن عن دعمه للشواذ .. اليوم يقدّم اعتذاره برساله للجميع 
26
23
75",W
51,"يظن من ينام عن "" صلاة الفجر "" أنه أخذ قسطاً من الراحة ولا يدري أن الراحة كل الراحة هي "" الوقوف بين يدي الله "" هنيئاً لقلوب سجدت لربها فجراً 
14
55
234",W
52,"والله اني أفكر أحياناً اذا هذي الدنيا كيف بتكون الجنه 
0:16
29.3K views
76
44
352",W
53,"هذا الرجل سافرَ للنمسا مع عائلته وقدّر الله عليهم وصار لهم حادث ، توفي الرجل وأحد أطفاله .. لاتنسونهم من دعواتكم بالرحمه والمغفره .. الحمدلله على كل حال
109
180
353",W
54,"هالعطرين شهادتي فيها مجروحه
 والله من افضل العطور اللي 
جربتها مؤخرًا
Amber leather عنبر ليذر
Sweet saffron سويت زعفران
ماراح تندمون ابدًا
تتعب وانت تمدح فيها
ريحة + فوحان + ثبات + كمية
( وضمان ذهبي ) 
15
12
180",W
55,"سؤال يحتاج الى اجابه 

ليش اللي يفحط ويقطع الاشارة ويعكس الطريق ويسرع دايم يكون طفران وسيارته خايسه اما الغني يمشي بهدوء واحترام
149
15
83",W
56,""" لاتخلي 5 دقايق تحرمك من دخولك الجنه "" رحمك الله ياعبدالله و أسكنك فسيح جناته .. رحل عن هذه الدنيا وبقي له هذا المقطع فانشروه لعله يكون له أجر وهو في قبره
78
1,307
1,803",W
57,"اقرأوها و إنشروها فإن اصحابها قد رحلوا عن الدنيا لعل الله بعد وفاتك يسخر لك من ينشر بإسمك أشياء تؤجر عليها
13
256
401",W
58,"تقولون حر أجل
82
3
90",W
59,"خلال ٦ ايام قفلنا اكثر من ٢٠ الف ريال لوقف القران 
اقسم بالله اني سعيد جدا خلونا نقفل باقي المبلغ باقي بس ٣٠ الف 

كل واحد يساهم باللي يقدر عليه ٥،١٠ ريال
عبدالله التميمي
@iAbudT
 · Jul 21
تعرف وش معنى انك تتصدق لوقف القران ؟ 
يعني انك تدخل في أجر حافظ القران وكل من يقرأ هذا الكتاب في هذا المكان 

متخيل انك بتساهم في تحفيظ ٢٥٠٠ حافظ وحافظه للقران
17
19",W
60,"المسافة بين مكة والمدينة قرابة410كيلو متر نصف هذه المسافة قطعها رسول اللهﷺ راكباً على الإبل ونصفها ماشياً على قدميه لمدة ثمانية أيام برفقة أبي بكر الصديق في جو حار جداً، ورسولنا يحمل متاعه و همٌّ لا يطيقه أحد، كل ذلك من أجل أن يصلك هذا الدين اليوم وأنت معزّز ومنعم، صلوا عليه..
36
151
392",W
61,"تصدق لو بـ ٥ ريال لاتعلم لعلها تكون سبب في دخولك الجنه 
وهل هنآك أجمل من انك تتبرع لوقف القران 
عبدالله التميمي
@iAbudT
 · Jul 21
تعرف وش معنى انك تتصدق لوقف القران ؟ 
يعني انك تدخل في أجر حافظ القران وكل من يقرأ هذا الكتاب في هذا المكان 

متخيل انك بتساهم في تحفيظ ٢٥٠٠ حافظ وحافظه للقران

٢٥٠٠ شخص راح يشهدون لك يوم القيامه بأنك تصدقت وتبرعت وساهمت في حفظهم لكتاب الله

للتبرع 

https://store.qkhk.org.sa/p/48260?a=omr
10
17",W
62,"كُل شيءٍ يفقدُ روعتهُ بالتِّكرار الا المطر ، يسقطُ دائمًا كأوّل مرّة 
39
30
221",W
63,"هذي عطوري المفضله هذي الفترة، فوحان مب طبيعي وثبات عااااالي لدرجة أشم العطر بعد يوم والريحة لا زالت عالقه، من العطور اليوميه اللي ما تمل ريحتها 
الاول جــويــس مناسب للجنسين 
الثاني لورب للرجال 
164
43
267",W
64,"كني اشتقت لذا الافتار
92
1
51",W
65,"للأسف الشديد وكلامي ليس "" عنصريه "" بعض من مشاهير التواصل الاجتماعي ينسبون أنفسهم للسعوديه و أنهم أبناء البلد ويظهرون أمام الناس بمظهر قبيح لا يعكس تربية ولا أخلاق المجتمع السعودي .. لذلك احذروا منهم أشد الحذر وفي يوم من الايام ستنكشف حقيقتهم ..
246
379
1,386",W
66," تممممممم القبضضضضضضض ولله الحمد
0:23
114.2K views
257
190
689",W
67,"الواحد ما يبي من هالدنيا الا انه يعيش هالمنظر 
From 
آنسه نبّته
50
15
118",W
68,"شفت محتوى للمشاهير في تطبيقات التواصل الاجتماعي مخالف للضوابط والقيم عندنا كل ماعليك هو الإبلاغ عبو بوابة هيئة الإعلام المرئي والمسموع .. 
http://perform.gcam.gov.sa
خلونا نساهم في تنظيف مواقع التواصل الاجتماعي عندنا 
47
102
268",W
69,"اللهُم مغفِرة الذنُوب ، ونعيم الجنّة
15
33
130",W
70,"نفخر بقيمنا النبيلة ولن نتخلى عنها 
15
22
103",W
71,"عمل الخير لا ينقطع .. ودك تسعد أخوانا من ذوي الاحتياجات الخاصه ؟ تبرع لهم لو ب ٥ ريال فقط 
عبدالله التميمي
@iAbudT
 · Jul 8
تخيل عزيزي بـ ٥ ريال فقط تقدر تسعد شخص من ذوي الإعاقه .. هذه الفئة الغاليه على قلوبنا لازم يكون لهم حظ ونصيب من تبرعاتكم و صذقاتكم .. تخيلوا فقط حجم السعاده اللي بتدخلونه في قلوبهم 

للتبرع 

https://store.tawasal.org/p/41701
8
16",W
72,"صباحكم جميل مثل وجيهكم حبايبي 
65
22",W
73,"والله يخوان الإسلام دين جميل دين رحمه ويسر و ليس عسر  .. شوفوا عظمة رحمة الله بعباده 

أعظم جهاد هو جهاد النفس على فعل الطاعات وترك المحرمات 

هذي المقاطع اللي مفروض انها تنتشر في كل مكان 
0:40
32.6K views
38
153
781",W
74,"انا انجرحت ياخوان 
237
16
203",W
75,"اللي يحب الخيل يتابع المقطع ويستمتع كيف يتم ترويض الخيل العربيه 
شيء لا يستوعبه العقل 
71
317
2,004",W
76,"الام المثاليه اللي تربي عيالها على طاعة الله والخوف منه .. مب استعراض بالأجساد وتصوير وقلة حياء .. الخلا
روو
@cv4i_
 · Jul 19
Replying to @iAbudT
مثاليه كأم مو لانها ماعجبت مجتمعكم تصير مو ام مثاليه ثاني شي مغطي ع ربى تراها بزره مو صاحي
22
11
90",W
77,"متغربه عن بلدها ومأخذه عيالها معها وتستعرض بجسدها و أجساد أطفالها ويقولون عنها أم مثاليه ..  يكفي انبطاح لهذه النكره .. الله يفكنا من أشكالكم ما شفنا منها الا ضياع للمجتمع وهدم للبيوت .. ادعسوا كل من يعزز لها ويدعمها في أفكارها
187
212
904",W
78,"عصرية بدون شاهي لاتسميها عصريه 
47
16
70",W
79,"اذا علقت تطبيقات او انحذفت نعرف ذا الشيء من تويتر ، بس اذا علق تويتر وين نروح ؟
74
12
59",W
80,"أرحِ مسامعك بذكر الله ليطمئن قلبك 
From 
عبدالله التميمي
60
201",W
81,"اعتقد اني أملك أجمل و أحلى هيدر على مستوى تويتر
87
1
60",W
82,"خلاص يا علي لا تلبسه
894
1,237
7,559",W
83,"قال تعالى: {ولئن سألتهم ليقولن إنما كنا نخوض ونلعب قل أبالله وآياته ورسوله كنتم تستهزئون} 

كل شيء امزح فيه الا الدين يا فله انت وياه .. المهزله اللي تصير ماراح يوقفها الا عقوبات قويه على مثل هالاشكال .. الله لا يعاقبنا
0:55
121.6K views
298
441
1,263",W
84,"قال تعالى: {ولئن سألتهم ليقولن إنما كنا نخوض ونلعب قل أبالله وآياته ورسوله كنتم تستهزئون} 

كل شيء امزح فيه الا الدين يا فله انت وياه .. المهزله اللي تصير ماراح يوقفها الا عقوبات قويه على مثل هالاشكال .. الله لا يعاقبنا
0:50
121.6K views
298
441
1,263",W
85,"المعيوف ناحف بالحيل 
38
8
78",W
86,"سبحان الله يالشبه
87
31
118",W
87,"هذا ايش يخوان وش هالطقم
126
16
32",W
88,"تبي تسعد أبوك و أمك وما تدري كيف الطريقه ؟ 
صدقني ما فيه أجمل من انك تتصدق عنهم في وقف بر الوالدين ..أجرٌ لك و أجرٌ لهم في الدنيا و الاخره 

قال الرسول الكريم:”رضا الله في رضا الوالدين” 

لاتحرم نفسك من الاجر وأسعد والديك بالصدقه عنهم 

للتبرع 

https://bmgenyah.sa/p/48586?a=Met
44
76
164",W
89,"64
8
53",W
90,"تقييمكم لشعار الهلال كذا ؟
121
11
48",W
91,"والله غبنه يصير هذا شعار الهلال
46
5
27",W
92,"اعتقد ان الشعارات اللي طلعت للهلال تصير مكان هذا اللي عليه دائره .. والا الشعار الرسمي اعتقد باقي ما طلع حتى الان ..
36
2
35",W
93,"يقولون هذا شعار الهلال على التيشيرت .. والله للأسف انه اقل من المتوقع .. ماعجبني ابدا
73
10
42",W
94,"هل تعلم عزيزي أن صلاة الضحى هي صدقةٌ عن ٣٦٠ مفصل في جسمك ..  يقول أحد الصَّالحين : والله ما دعوت الله بشيء في صلاة الضُحى إلا واستُجيب لي .. 

ركعتين ما تأخذ منك ٥ دقايق فلا تحرم نفسك الاجر العظيم ..
15
106
243",W
95,"أكثروا من الأستغفار، به تنفتح المغاليق
وتسعد النفوس وتزداد الأرزاق، وتُغفر الذنوب
أستغفر الله العظيم وأتوب إليه
20
41
118",W
96,"حسب ما وصلني ان هذا المريض حالته حرجه ويحتاج وقفتكم انشروها لاهنتم
75
52",W
97,"في اخر ساعة من يوم الجمعه لاتنسون أخونا مسفر 
@lxli77
 من دعواتكم لعل الله يستجيب دعوة أحدكم .. 
في العناية المركزه وفي أمسّ الحاجة لدعواتكم ..
84
145
235",W
98,"خذوا البشاره .. 
شركة "" ديزني""  تعلن خضوعها للأنظمه وقوانين بعض الدول أهمها السعوديه وتعلن التزامها بمنع عرض أي عمل يروج للشذوذ في المنطقه العربيه .. ديزني خضعت 
52
93
370",W
99,"المسافة بين مكة والمدينة قرابة410كيلو متر نصف هذه المسافة قطعها رسول اللهﷺ راكباً على الإبل ونصفها ماشياً على قدميه لمدة ثمانية أيام برفقة أبي بكر الصديق في جو حار جداً، ورسولنا يحمل متاعه و همٌّ لا يطيقه أحد، كل ذلك من أجل أن يصلك هذا الدين اليوم وأنت معزّز ومنعم، صلوا عليه..
34
160
494",W
100,"ﻓﻲ ﺍﻟﺠﻨﺔ :
ﺃﻫﻞ ﻻ يُفقدون ، ﻭأحبة لا ﻳﺮﺣﻠُﻮﻥ ، ﻭﺃﺻﺪﻗﺎﺀ ﻻ ﻳﻐِﻴﺒﻮﻥ ، اللهُم اجعلنا من ورثة جنّة النعيِمِ ..
23
68
289",W
101,"وصلنا لوقت صار الكثير يستغرب ويسأل "" ليش ما تطلع في بث مع بنات "" 
والله اني ماعرف منصور لكن يشهد الله انه كبر في عيني وانه رجل بمعنى الكلمه .. الله يثبته 
205
147
983",W
102,"كبير في السن تجاوز عمره ال 80 مصاب بالزهايمر خرج من منزله في البديعة في مدينة الرياض الساعة 7 صباحاً هذا اليوم الخميس على من يجده الاتصال على هذا الرقم 0551573332 

رتويت جزاكم الله خيرا ..
27
464
289",W
103,"الفلوس تجي وتروح لكن الذكر الحسن والأخلاق لو معك فلوس الدنيا ماتقدر تشتريها ..
175
162
637",W
104,"عيب على المصور يصور قسم النساء
744
655
1,275",W
105,"شكله نسى يلغي تنبيهات الهلال
58
73
242",W
106,"الهلال يرد على بيان مركز التحكيم 
مسلي يرد على بيان الهلال .. طيب الهلال ما جاب طاري النصر ليش رئيسهم زعلان 
135
148
309",W
107,"مافيه اعظم واجمل من انك تتبرع لوقف القران .. امس قلت لكم باقي ٢٠ الف ويتقفل اليوم ابشركم باقي ١٢ الف بس .. الوقف بالمثبته تبي الاجر تبي الجنه ؟ 
رح تبرع باللي تقدر عليه 
8
39
84",W
108,"السلام عليكم ورحمه الله وبركاته
وصلني خبر أن الاخ الحبيب مسفر 
@lxli77
 تعرّض لحادثٍ مروري وهو الان في العناية المركزة .. دعواتكم له بالشفاء العاجل لعل الله يستجيب دعوةَ أحدٍ منكم
188
154
391",W
109,"أن تقوم تصلي الفجر ويطير النوم من عينيك ذلك خيرًا من أن تطير روحك لخالقها وأنت لم تصلّها، اللهم ثبتنا على أداء صلاة الفجر في وقتها ..
12
77
280",W
0,"Replying to 
@Alharbi___F_15
وااااه ياقلبأ عليلن تعلق في
حب منهو بالنواعس فتني ",S
1,"Replying to 
@rima_yehea
لك هيك حكي 
يفتح النفس الله يسدك⚘⚘",S
2,"Replying to 
@Nano12694605
لك مافي حب بدون عداوه 
يجي الحب بعد العداوه 

يسعدلي هالطله
1",S
3,"Replying to 
@ppppggvdh
احسنتي القول 
1",S
4,"Replying to 
@iiyyrr6
تهاني يقلك من قبل اخذت اربعه رجاجيل 
والخامس طلبت منو ٦٠مهر وجبلها الي شفتيه
فهمتي على ",S
5,"ابنشدكم 
عن شي بلا جناح يسابق 
الطير والخيل وركوب الذلايلي ؟",S
6,"Replying to 
@Alharbi___F_15
اكلك لحم 
ورماك عظم ",S
7,"Replying to 
@vx2444
بيت في الجنه 
لايشترا بالمال",S
8,"Replying to 
@Alharbi___F_15
وانا اشهد 
صح لسانك 
1",S
9,"Replying to 
@Alharbi___F_15
مساء الانس 
1",S
10,"Replying to 
@ppppggvdh
اللهم امين يارب العالمين 

ألله يمسيك بالخير
1",S
11,"المرأه ضعيف جلدها فقط 
حسب كلام يددتي",S
12,هما كذا الناس ماخلو لحد حاله,S
13,"ان سكتنا زعل
وانا حكينارفض ",S
14,"2
14
22",S
15,مساء النوووووور,S
16,"1
2",S
17,"Replying to 
@rooose_J
صح لسانك 
يسعد صباحك ورد ",S
18,"هناك اناس قد فارقونا لا تنسوهم 
من دعائكم في هذه الساعه 
اللهم اخرجهم من ضيق اللحود 
ومراثع الدود الى جناتك جنات الخلود 
واجعل لهم الفسحه والسرور وارحمنا 
إذا سرنا الى ماسارو عليه اللهم امين.
2
2
4",S
19,"Replying to 
@nji1234567
ألله يكون بعونك يارب
1",S
20,"Replying to 
@FatemahMdawi
ياهلا فيك 

ألله يسعد صباحك 
1",S
21,"Replying to 
@almhrraah
اللهم امين يارب العالمين
2
3",S
22,"Replying to 
@nji1234567
تحصليه فوق مروحت السقف
منتظر تطفي النور ينزل يتفاهم وإياك 
1",S
23,"Replying to 
@ppppggvdh
ياليل خبرني عن امر المعانه 
هي من صميم الدار والا ابدويه
2
1",S
24,"Replying to 
@Nano12694605
يسعد صباحك بالخير
1",S
25,"Replying to 
@Nano12694605
الإهتمام جزء من السعاده 
يسعدلي البك 
1",S
26,"Replying to 
@lsfhan
كلام جميل يستحق التأمل 

يسعد صباحك ",S
27,"Replying to 
@ppppggvdh
 @wJz5e7BDOrgYdRD
 and 2 others
بدري ماجات ١٢ صبح صبح ",S
28,"Replying to 
@ppppggvdh
 @wJz5e7BDOrgYdRD
 and 5 others
الناس عليك يا ريم اقلقونا 
1
1",S
29,"Replying to 
@almhrraah
يجيب اللله الخير 
ألله يشملنا بواسع رحمته 
1
1",S
30,"Replying to 
@shaykh_ruhanij
امين واياك يارب",S
31,"Replying to 
@Bnt_Ajjwad
زحل والا عطارد",S
32,"Replying to 
@ARNOR_2019
يستاهل الحمد 
مساء الورد الجوري⚘
1",S
33,"اتمنا تنال اعجابكم 
2",S
34,"Replying to 
@nji1234567
 and 
@almhrraah
اهل العقول في راحه
1
1",S
35,"Replying to 
@almhrraah
2
2
4",S
36,"2
3
10",S
37,"Replying to 
@ppppggvdh
والنعم فيك وفي الاجاويد الي مثلك وشرواك 
1
1
1",S
38,"Replying to 
@ppppggvdh
اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم",S
39,"روووووووعه 
يعطيك العافية 🖒",S
40,"Replying to 
@L_hfc9
 and 
@__ir44
احسنتي ليان 
يعطيك العافية 
1",S
41,"Replying to 
@ppppggvdh
اللهم امين يارب العالمين 
صباح الخير
1
1
2",S
42,"#الحب_دايما_يحتاج
1
2
5",S
43,"Replying to 
@txlyPyI6VlbbZrP
الله يحقق مرادك ⚘",S
44,"سامحوني ان كان غلط بحق احد 
فيكم 
لا تنسو صبلاه الوتر 
تصبحووووووون على خيييير 
1",S
45,⚘,S
46,,S
47,"روعه 
فعلا خلك بعيد تعيش 
بسلام وحبك يزيد ",S
48,"Replying to 
@m31xm31
احسنتي يامعلمتي جزيتي خيرا",S
49,روعه وذوووق,S
50,"Replying to 
@ss1_nn
من صبر نال ",S
51,"على يدك 
لوجه الله ",S
52,"Replying to 
@shos1122472",S
53,"Replying to 
@shos1122472
قصدك لشخص خاص 
موجه حكيك 
1",S
54,"Replying to 
@ALMLkiy100
 and 
@shos1122472
المقصود ؟خاص.
1",S
55,"Replying to 
@shos1122472
1
1",S
56,"Replying to 
@shos1122472",S
57,"Replying to 
@iiill707
اللهم امين يارب العالمين 
1",S
58,"Replying to 
@qawi2321
تمون 
احيانا تكون نايم وماتبي تزعجك 
وبتوصي العيال في حاجات من 
السوبر او البقاله ما يحتاج تصحيك 
وتطلب منك كم ريال هذي وجهه 
نظري وكل انسان لو وجهه نظر 
1
1",S
59,"Replying to 
@M_G447
 and 
@_Sammtt
جنتك تحتاج دعائك 
الله يحفظهم ويرحمهم كما ربونا 
صغارا اللهم امين يارب العالمين ",S
60,"Replying to 
@Aa_5559999
الله الله الله يكووووون 
في عووووون كل العاشقين ⚘",S
61,"Replying to 
@55eoo
اللهم امين يارب العالمين 
ألله يجزاك الخير ",S
62,"Replying to 
@sh13sh13_ss
 and 
@_Sammtt
اللهم امين يارب العالمين 
1",S
63,"Replying to 
@_Sammtt
1",S
64,"Replying to 
@_Sammtt
صباح الخير 
1
1",S
65,"Replying to 
@aliajh12
3
7",S
66,"Replying to 
@Reemm__23
يستاهل الحمد على كل حال 
سبحاااااااااااانه
1
1",S
67,"Replying to 
@layla07777
1
2",S
68,"Replying to 
@waww9797
بغض النظر عن فارق العمر 
م هناك مشكله دام الطرفين متفقين 
وهنياله معلمته وزوجته ويمكن تصرف
عليه كمان. الحب وماقتل ",S
69,"1
2",S
70,"اللهم امين 
ويحقق مرادك ",S
71,ذوووقك,S
72,"Replying to 
@graam__love
الكريم يعطي الي يستاهل 
وزوود
1",S
73,,S
74,الله يعوضك بخير,S
75,"Replying to 
@abogeaida9
يعافيك",S
76,"ياعيون الكون عضي بالنظر 
انركينا اثنين عين تحكي لعين 
2",S
77,"Replying to 
@0lR__",S
78,"Replying to 
@abogeaida9
خذ راحتك الوضع فري شباب 
في رحله 
1",S
79,"Replying to 
@abogeaida9
كلك نظر ي خوي ثلعب 
ماكر وذيب شرس 
1",S
80,"هي الحياه كذا مره 
طفش وملل ومره حلوه 
وودك تطول دول بدول ",S
81,"Replying to 
@0lR__
كلن يناظر الناس بعين طبعه ",S
82,"Replying to 
@graam__love
اكيد 🖒",S
83,,S
84,"Replying to 
@abogeaida9
عش مثل ما ودك 
ونام على الجنب الي يريحك 
2",S
85,"#عشان_تحبك_الناس_لازم
واجه الاسائه بالاحسان 
1
1",S
86,"#عشان_تحبك_الناس_لازم
امش عدل يحتار عدوك فيك 
1
2",S
87,"#عشان_تحبك_الناس_لازم
حب لاخيك ماتحبو لنفسك 
1",S
88,"Replying to 
@nsmat32100
 and 
@M3ndALjr7
1",S
89,"Replying to 
@hadoo1233
 and 
@M3ndALjr7
🖒",S
90,"Replying to 
@faroooo77
 and 
@M3ndALjr7",S
91,🖒,S
92,"Replying to 
@Abeer_q8tya
 and 
@M3ndALjr7
🖒🖒",S
93,"Replying to 
@layla07777
انااشهد صح بوحك 
ويارب بسعد صباحك بالإفراح 
واليالي الملاح 
1
1",S
94,"Replying to 
@3cbua
الليل ابو الاسرار ",S
95,"Replying to 
@3cbua
كلووو الم",S
96,يكفي انو حنيييييين,S
97,"Replying to 
@iiill707
القلوب اسرار مدفونه 
1",S
98,"Replying to 
@abogeaida9
هلا بك ياغالي منور تويتر بظهورك 
1",S
99,"Replying to 
@abogeaida9
دووووم الابتسامة ياخوي
1",S
100,"Replying to 
@abogeaida9
ههههههههههه 
مجرد مزح 
1",S
101,"Replying to 
@3cbua
اللهم امين 
الا حياء منهم والاموات 
1",S
102,"Replying to 
@Hamd5544S
🖒🖒",S
103,"Replying to 
@iiill707
🖒🖒",S
104,"Replying to 
@Aa_5559999
الله يرحمه 
انهو الاب ومايعرف قيمه الوالدين 
الا إذا سرت اب او سرتي ام 
حينها تعرف مدى حبهم وحرصهم 
عليك الله يرزقنا وايكم الذريه الصالحه ",S
105,"Replying to 
@5ch_sk
واي تمام ",S
106,"Replying to 
@5ch_sk",S
107,"Replying to 
@3cbua
اتفق معك 
بس بعد سن المراهقه بكم سنه",S
108,"Replying to 
@5ch_sk
الذهب مايتغير لونه حتى
لو عاد عليه الزمن سنين
1
1",S
109,الله يخليهم لك,S
110,"سؤال للجميع 

كم العمر المناسب لزواج الطرفين 
1
1",S
111,"Replying to 
@ee___t
روووووووعه 🖒",S
112,"Replying to 
@ts76i
انا قلبي مايحمل حقد على 
احد مجرد تنتهي المناوشه 
انسى السالفه واسامح ",S
113,"انا اشهد ان البدو حلويييين 
وخفت الدم زوتههم حلللللللاوه",S
114,"ALT
1
2",S
115,"Replying to 
@sunshaine923
اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم ",S
116,ههههههههههه,S
117,"@5ch_sk
 · Mar 2, 2019
1",S
118,صباح الابتسامة الصباحيه,S
119,"Replying to 
@m__kk23
العيون الدعج من تحت المقالم يخوووووف",S
120,"Replying to 
@m__kk23
مرحاااااااااا ",S
121,"Replying to 
@ALMLkiy100
 and 
@m__kk23
مزاجه
1",S
